id,titlu,valoare,data,tip,firma,cui,ofertanti
achizitie-directa-2025-2637,Publicatii periodice (Rev.2),66000.0,2025-01-08,Achizitie directa,ASOCIATIA CENTRUL ROMAN PENTRU INITIATIVA SOCIALA,26181156,1
achizitie-directa-2025-6697,Servicii de furnizare de date (Rev.2),5400.0,2025-01-08,Achizitie directa,COMPANY DATA SRL,24782214,1
achizitie-directa-2025-7219,Servicii de promovare (Rev.2),120000.0,2025-01-08,Achizitie directa,INDOOR MEDIA GROUP,18436062,1
achizitie-directa-2025-12448,Servicii de reparare si intretinere (Rev.2),135000.0,2025-01-09,Achizitie directa,ADLO PROCARS SRL,29496361,1
achizitie-directa-2025-23576,Servicii de intretinere a ascensoarelor (Rev.2),36056.0,2025-01-13,Achizitie directa,OTIS LIFT S.R.L.,7782044,1
achizitie-directa-2025-29653,Servicii de asistenta si de consultanta informatica (Rev.2),5280.0,2025-01-14,Achizitie directa,INTEGRISOFT SOLUTIONS,12448483,1
achizitie-directa-2025-29850,Lucrari de constructii de parcari (Rev.2),235000.0,2025-01-14,Achizitie directa,Vice Com 95 S.R.L.,7637486,1
achizitie-directa-2025-34525,Diverse imprimate (Rev.2),34792.0,2025-01-14,Achizitie directa,ROTAREXIM,1465985,1
achizitie-directa-2025-38546,Servicii de ajutor pentru utilizatori (Rev.2),192720.0,2025-01-15,Achizitie directa,SOCIETATEA NATIONALA DE INFORMATICA,1556587,1
achizitie-directa-2025-40641,Lampi etanse (Rev.2),2436.54,2025-01-15,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-51666,Servicii de cadastru (Rev.2),270000.0,2025-01-16,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2025-68364,Servicii de fotografie si servicii conexe (Rev.2),48000.0,2025-01-21,Achizitie directa,ILIE GEORGIAN PERSOANĂ FIZICĂ AUTORIZATĂ,30277713,1
achizitie-directa-2025-69059,Servicii de topografie (Rev.2),270000.0,2025-01-21,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2025-70407,Servicii de reparare si de intretinere a echipamentului de securitate (Rev.2),24000.0,2025-01-21,Achizitie directa,PAN-NET,18675647,1
achizitie-directa-2025-70792,Reparare si intretinere a echipamentelor (Rev.2),48000.0,2025-01-21,Achizitie directa,OPAX PROTECTION SYSTEMS,29587346,1
achizitie-directa-2025-70887,Servicii de intretinere a automobilelor (Rev.2),387.1,2025-01-21,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-71408,Produse de curatenie (Rev.2),3486.0,2025-01-21,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-75700,Ecusoane de identificare (Rev.2),208.25,2025-01-21,Achizitie directa,Admiral Media,32146145,1
achizitie-directa-2025-79099,Servicii de arpentaj cadastral (Rev.2),270000.0,2025-01-22,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2025-80581,Piatra de cariera si concasata (Rev.2),137750.0,2025-01-22,Achizitie directa,GEMCO TRADE,31335227,1
achizitie-directa-2025-84785,Alte materiale de constructii diverse (Rev.2),79500.0,2025-01-22,Achizitie directa,GENERAL UTIL CONS,34772064,1
achizitie-directa-2025-89386,Servicii de certificare a semnaturii electronice (Rev.2),285.0,2025-01-23,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-94517,Servicii de supraveghere a lucrarilor (Rev.2),14000.0,2025-01-27,Achizitie directa,ALPHA CONSULT GENERAL,25188733,1
achizitie-directa-2025-115429,Servicii de intretinere a automobilelor (Rev.2),1443.55,2025-01-29,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-119887,"Ziare, reviste specializate, periodice si reviste (Rev.2)",24000.0,2025-01-29,Achizitie directa,WORLD GLOBAL MEDIA S.R.L.,44412011,1
achizitie-directa-2025-123923,Echipament de retea (Rev.2),166.38,2025-01-30,Achizitie directa,DANTE INTERNATIONAL S.A.,14399840,1
achizitie-directa-2025-130585,Servicii de elaborare de studii (Rev.2),270000.0,2025-01-31,Achizitie directa,PERCONS EU,25535239,1
achizitie-directa-2025-131563,Servicii de proiectare specializata (Rev.2),135000.0,2025-01-31,Achizitie directa,CRISBO COMPANY,7954166,1
achizitie-directa-2025-139720,Servicii de reparare si de intretinere a automobilelor (Rev.2),1481.8600000000001,2025-02-03,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-139803,Servicii de reparare si de intretinere a automobilelor (Rev.2),1632.31,2025-02-03,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-147862,"Registre, registre contabile, clasoare, formulare si alte articole imprimate de ",4860.0,2025-02-03,Achizitie directa,Dark Solutions,23255720,1
achizitie-directa-2025-152162,Servicii de intretinere a automobilelor (Rev.2),1518.6100000000001,2025-02-04,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-152465,Servicii de consultanta in domeniul securitatii (Rev.2),86400.0,2025-02-04,Achizitie directa,SSM FIRE CONSULTING,25336694,1
achizitie-directa-2025-160677,Articole si echipament de sport (Rev.2),873.1,2025-02-05,Achizitie directa,ANASTASIA G.B. PRODCOM,4911926,1
achizitie-directa-2025-169758,Lucrari in lemn (Rev.2),290275.66000000003,2025-02-06,Achizitie directa,NICOLAS CONSTRUCT,24651529,1
achizitie-directa-2025-170844,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2),110000.0,2025-02-06,Achizitie directa,MASTER SOLUTIONS TEAM,32099000,1
achizitie-directa-2025-172364,Servicii de consultanta in domeniul achizitiilor (Rev.2),81000.0,2025-02-06,Achizitie directa,VITERI CONCEPT SOLUTIONS S.R.L.,50324046,1
achizitie-directa-2025-181852,Diverse articole (Rev.2),7506.67,2025-02-07,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-182057,Aditivi chimici (Rev.2),507.0,2025-02-07,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-189805,Servicii de inspectie si testare tehnica (Rev.2),53235.0,2025-02-10,Achizitie directa,SC HEAT INSTAL SRL,23862510,1
achizitie-directa-2025-193520,Servicii legislative (Rev.2),4800.0,2025-02-14,Achizitie directa,CENTRUL TERITORIAL DE CALCUL ELECTRONIC S.A.,2040729,1
achizitie-directa-2025-194698,Servicii de reparare si de intretinere a echipamentului de stingere a incendiilo,1602.0,2025-02-14,Achizitie directa,PROTECT FIRE CONSULTING,31145826,1
achizitie-directa-2025-195226,Produse informative si de promovare (Rev.2),12475.0,2025-02-14,Achizitie directa,ELLIS STORE CONCEPT,50893467,1
achizitie-directa-2025-199745,Panouri de informare (Rev.2),7000.0,2025-02-14,Achizitie directa,INDOOR MEDIA GROUP,18436062,1
achizitie-directa-2025-216832,Servicii de intretinere a automobilelor (Rev.2),2413.26,2025-02-17,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-220278,Diverse servicii de intretinere si de reparare (Rev.2),6000.0,2025-02-18,Achizitie directa,SC HEAT INSTAL SRL,23862510,1
achizitie-directa-2025-220295,Servicii de cartografie aeriana (Rev.2),270000.0,2025-02-18,Achizitie directa,Constopograf Expert,25145252,1
achizitie-directa-2025-234998,Servicii de inspectie tehnica (Rev.2),380.0,2025-02-19,Achizitie directa,CARDEEMS,31074679,1
achizitie-directa-2025-235869,Camere video de securitate (Rev.2),8969.0,2025-02-19,Achizitie directa,PAN-NET,18675647,1
achizitie-directa-2025-235902,Aparate de semnalizare acustica sau optica (Rev.2),16200.0,2025-02-19,Achizitie directa,FLASHALARM ELECTRIC,18837943,1
achizitie-directa-2025-240729,Servicii de reparare si de intretinere a automobilelor (Rev.2),1220.7,2025-02-20,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-240744,Servicii de reparare si de intretinere a automobilelor (Rev.2),308.19,2025-02-20,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-245573,Servicii de intretinere a automobilelor (Rev.2),2271.06,2025-02-20,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-249717,Uleiuri pentru motoare (Rev.2),192.88,2025-02-21,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-249970,"Hartie si carton fotosensibile, termosensibile sau termografice (Rev.2)",680.0,2025-02-21,Achizitie directa,GEROM INTERNATIONAL PRODIMEX S.R.L.,4695288,1
achizitie-directa-2025-254291,Bariere de protectie (Rev.2),7300.0,2025-02-24,Achizitie directa,S.C.FEROSTIL ART SRL,18760319,1
achizitie-directa-2025-259464,Servicii de intretinere a automobilelor (Rev.2),1105.44,2025-02-24,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-259835,Accesorii electrice (Rev.2),2788.57,2025-02-24,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-261604,Piese pentru utilaje de exploatare miniera si in cariera si piese pentru masini ,2697.05,2025-02-24,Achizitie directa,AROX EQUIPMENT SRL,23646540,1
achizitie-directa-2025-264435,Diverse articole (Rev.2),517.3100000000001,2025-02-25,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-272370,Servicii de reparare si de intretinere a automobilelor (Rev.2),1079.31,2025-02-26,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-272377,Servicii de reparare si de intretinere a automobilelor (Rev.2),964.44,2025-02-26,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-272590,Servicii de certificare a semnaturii electronice (Rev.2),650.0,2025-02-26,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-272782,Produse de curatenie (Rev.2),3647.0,2025-02-26,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-272827,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,606.0,2025-02-26,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-272845,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,1254.0,2025-02-26,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-275100,Ferestre (Rev.2),2352.0,2025-02-26,Achizitie directa,BEDRI CONSTRUCT INVEST,37154246,1
achizitie-directa-2025-282849,Produse de curatat pentru automobile (Rev.2),375.0,2025-02-27,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-285530,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2),5320.0,2025-02-27,Achizitie directa,TEHNICAT SERVICE,48766364,1
achizitie-directa-2025-292187,Servicii de formare profesionala (Rev.2),800.0,2025-02-28,Achizitie directa,COMPANIA STINGERI SI INTERVENTII S.A.,22072113,1
achizitie-directa-2025-297492,Diverse articole (Rev.2),402.23,2025-03-03,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-297761,Mobilier de birou (Rev.2),750.0,2025-03-03,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-310481,Rafturi mobile (Rev.2),900.0,2025-03-04,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-316779,Servicii de reparare si de intretinere a vehiculelor si a echipamentelor aferent,11314.45,2025-03-05,Achizitie directa,IVECO TRUCK SERVICES,31625301,1
achizitie-directa-2025-322915,Diverse articole (Rev.2),208.69,2025-03-05,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-333798,Servicii de asigurare (Rev.2),6757.7,2025-03-06,Achizitie directa,ZBK BALKAN S.A. BULGARIA SUCURSALA ROMANIA,35779982,1
achizitie-directa-2025-338857,Uleiuri pentru sisteme hidraulice si pentru alte utilizari (Rev.2),2049.21,2025-03-07,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-339042,Servicii de inspectie tehnica a automobilelor (Rev.2),167.98,2025-03-07,Achizitie directa,CARDEEMS,31074679,1
achizitie-directa-2025-355642,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,6397.0,2025-03-11,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-355688,Piese pentru utilaje de exploatare miniera si in cariera si piese pentru masini ,2300.0,2025-03-11,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-355856,"Piese de rezerva pentru vehiculele destinate transportului de marfuri, camionete",4604.41,2025-03-11,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-358513,Ziare (Rev.2),96000.0,2025-03-11,Achizitie directa,Ziarul Semnal Enterprises,36352016,1
achizitie-directa-2025-360478,Servicii de intretinere a automobilelor (Rev.2),2254.1,2025-03-11,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-361197,Servicii de formare profesionala (Rev.2),3480.0,2025-03-11,Achizitie directa,EUROPROIECT ESTATE,24149442,1
achizitie-directa-2025-366485,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,3480.0,2025-03-12,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-366531,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,1879.0,2025-03-12,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-373136,Diverse servicii de intretinere si de reparare (Rev.2),14000.0,2025-03-13,Achizitie directa,AUTOSIM ELECTRONIC S.R.L.,45536921,1
achizitie-directa-2025-373154,Materiale de stingere a incendiilor (Rev.2),834.0,2025-03-13,Achizitie directa,ALEX COM -STING,16474353,1
achizitie-directa-2025-376196,Uleiuri pentru reductoare (Rev.2),291.85,2025-03-13,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-378581,Servicii de gestionare informatica (Rev.2),70800.0,2025-03-13,Achizitie directa,EUROHOSTING,18545256,1
achizitie-directa-2025-381397,Servicii de certificare a semnaturii electronice (Rev.2),325.0,2025-03-13,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-391696,Servicii de intretinere a automobilelor (Rev.2),1584.91,2025-03-17,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-396843,Servicii de curatare a canalelor de ape reziduale (Rev.2),270000.0,2025-03-17,Achizitie directa,BETIRA CONSTRUCT,30520358,1
achizitie-directa-2025-403387,Servicii de medicina muncii (Rev.2),250.0,2025-03-18,Achizitie directa,BELLE VIE MEDICAL SRL,30722900,1
achizitie-directa-2025-405752,Uniforme de politie (Rev.2),319.3,2025-03-18,Achizitie directa,TACTICA OUTDOOR,34994508,1
achizitie-directa-2025-406721,Asfalt (Rev.2),690.76,2025-03-18,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-414289,Servicii de brokeraj de asigurari (Rev.2),4534.14,2025-03-19,Achizitie directa,ZBK BALKAN S.A. BULGARIA SUCURSALA ROMANIA,35779982,1
achizitie-directa-2025-443714,Lucrari de marcaj rutier (Rev.2),180441.6,2025-03-24,Achizitie directa,ANDUNA SERVIMOB,9666682,1
achizitie-directa-2025-444098,Articole de papetarie si alte articole din hartie (Rev.2),14063.630000000001,2025-03-24,Achizitie directa,GIORGIO 67 SERVICE S.R.L.,5539104,1
achizitie-directa-2025-445368,Servicii de analiza sau consultanta tehnica (Rev.2),30000.0,2025-03-24,Achizitie directa,SPORT&LIGHT CONSULTING,41128644,1
achizitie-directa-2025-446005,Lucrari de vopsire (Rev.2),32558.05,2025-03-24,Achizitie directa,STRABO COSTRUCTION & MENTENANCE,50464376,1
achizitie-directa-2025-452438,"Servicii de arhitectura, de inginerie si de planificare (Rev.2)",45000.0,2025-03-25,Achizitie directa,EUROPROIECT UNIVERS S.R.L.,19172660,1
achizitie-directa-2025-454388,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,4092.36,2025-03-25,Achizitie directa,EURIAL INVEST,5919480,1
achizitie-directa-2025-460287,Diverse articole (Rev.2),294.22,2025-03-26,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-461274,Servicii de reparare a automobilelor (Rev.2),1117.0,2025-03-26,Achizitie directa,ONEDIA CAR SERVICE,28521297,1
achizitie-directa-2025-464428,Uleiuri pentru sisteme hidraulice si pentru alte utilizari (Rev.2),1557.0,2025-03-26,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-468725,Servicii de intretinere a automobilelor (Rev.2),4071.15,2025-03-27,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-471588,Cartuse de toner (Rev.2),3867.32,2025-03-27,Achizitie directa,ROSERVOTECH,15857245,1
achizitie-directa-2025-488342,Servicii de telecomunicatii (Rev.2),56700.0,2025-03-31,Achizitie directa,PAN-NET,18675647,1
achizitie-directa-2025-488777,Felicitari (Rev.2),15750.0,2025-03-31,Achizitie directa,INDOOR MEDIA GROUP,18436062,1
achizitie-directa-2025-489392,Lucrari de reparare a spatiilor de recreere (Rev.2),125000.0,2025-03-31,Achizitie directa,SC CITY PARK SRL,33945345,1
contract-2025-79964,Motorina (Rev.2),2912710.0,2025-02-24,Licitatie deschisa,AUTOVEST,RO 6836324,2
contract-2025-79965,Motorina (Rev.2),1456355.0,2025-02-24,Licitatie deschisa,AUTOVEST,RO 6836324,2
contract-2025-114194,Servicii de curatenie (Rev.2),11152035.0,2023-09-11,Licitatie deschisa,TOP A-Z CONCEPT S.R.L.,45058860,2
contract-2025-114195,Servicii de curatenie (Rev.2),2788008.0,2023-09-11,Licitatie deschisa,TOP A-Z CONCEPT S.R.L.,45058860,2
contract-2025-114196,Servicii de curatenie (Rev.2),2788008.0,2025-02-25,Licitatie deschisa,TOP A-Z CONCEPT S.R.L.,45058860,2
achizitie-directa-2025-1746,Servicii de ambulanta (Rev.2),5600.0,2025-04-01,Achizitie directa,ARON MEDICAL,36507889,1
achizitie-directa-2025-1960,Servicii de instalare de echipament de distributie a energiei electrice (Rev.2),3000.0,2025-04-01,Achizitie directa,IDEAL - STAR ELECTRIC,31717448,1
achizitie-directa-2025-34094,Servicii de consultanta in protectia contra riscurilor si in controlul riscurilo,8500.0,2025-04-03,Achizitie directa,FOCUS RISK S.R.L.,42708003,1
achizitie-directa-2025-58023,Pachete software de gestionare a investitiilor (Rev.2),2300.0,2025-04-08,Achizitie directa,INTERSOFT START SOLUTIONS SRL,33322231,1
achizitie-directa-2025-63186,Lucrari de vopsire (Rev.2),89500.0,2025-04-08,Achizitie directa,STRABO COSTRUCTION & MENTENANCE,50464376,1
achizitie-directa-2025-63314,Diverse articole (Rev.2),5667.1900000000005,2025-04-08,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-73272,Diverse articole (Rev.2),117.64,2025-04-09,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-97268,Filtre de aspiratie a aerului (Rev.2),1262.02,2025-04-11,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-100395,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2),15270.0,2025-04-11,Achizitie directa,DAF INTERNATIONAL PROFESSIONAL S.R.L.,45501605,1
achizitie-directa-2025-105529,Servicii de reparare si de intretinere a automobilelor (Rev.2),219.07,2025-04-14,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-113210,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,1209.0,2025-04-14,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-121494,Diverse articole (Rev.2),423.84000000000003,2025-04-15,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-124544,Uleiuri pentru sisteme hidraulice si pentru alte utilizari (Rev.2),1284.1000000000001,2025-04-15,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-130950,Servicii generale de consultanta in management (Rev.2),30000.0,2025-04-16,Achizitie directa,RICON CONSULTING S.R.L.,23246919,1
achizitie-directa-2025-136869,Servicii de transport rutier specializat de pasageri (Rev.2),96000.0,2025-04-16,Achizitie directa,LUCA F BOGDAN,39256277,1
achizitie-directa-2025-140382,Servicii de reparare si de intretinere a automobilelor (Rev.2),219.07,2025-04-17,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-143221,Produse de curatenie (Rev.2),6281.0,2025-04-17,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-144043,Servicii de reparare si de intretinere a grupurilor de refrigerare (Rev.2),100000.0,2025-04-17,Achizitie directa,ADLO PROCARS SRL,29496361,1
achizitie-directa-2025-150100,Servicii de arhivare computerizata (Rev.2),135000.0,2025-04-23,Achizitie directa,PRO ARHIVE MANAGEMENT,35666380,1
achizitie-directa-2025-150402,Servicii de ambulanta (Rev.2),2800.0,2025-04-23,Achizitie directa,ARON MEDICAL,36507889,1
achizitie-directa-2025-151733,Acumulatori electrici (Rev.2),625.0,2025-04-23,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-156781,Servicii de evacuare a apelor reziduale (Rev.2),4000.0,2025-04-23,Achizitie directa,Eco Public,19123039,1
achizitie-directa-2025-165685,Lucrari de montaj (Rev.2),26496.0,2025-04-24,Achizitie directa,NICOLAS CONSTRUCT,24651529,1
achizitie-directa-2025-175154,Lucrari de montaj (Rev.2),39022.08,2025-04-28,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-193862,Diverse articole (Rev.2),2013.95,2025-04-29,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-193997,Pneuri pentru autovehicule (Rev.2),1940.0,2025-04-29,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-203951,Lucrari de amenajare a terenului (Rev.2),187248.6,2025-04-30,Achizitie directa,SC CITY PARK SRL,33945345,1
achizitie-directa-2025-204095,Servicii de brokeraj de asigurari (Rev.2),14877.09,2025-04-30,Achizitie directa,ZBK BALKAN S.A. BULGARIA SUCURSALA ROMANIA,35779982,1
achizitie-directa-2025-218498,Servicii de verificare a proiectelor de structuri portante (Rev.2),4500.0,2025-05-05,Achizitie directa,OPIUM OFFICE CONSULTING,32265200,1
achizitie-directa-2025-222535,Servicii de consultanta financiara (Rev.2),240000.0,2025-05-05,Achizitie directa,IFNCONS MEDIA,16016984,1
achizitie-directa-2025-229541,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,3200.0,2025-05-06,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-229860,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,550.0,2025-05-06,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-245030,Limitatoare de viteza (Rev.2),29000.0,2025-05-07,Achizitie directa,COMINDFLEX,1393676,1
achizitie-directa-2025-261985,Bolturi si suruburi (Rev.2),2697.2000000000003,2025-05-09,Achizitie directa,DEDEMAN S.R.L.,2816464,1
achizitie-directa-2025-272476,Uleiuri pentru sisteme hidraulice si pentru alte utilizari (Rev.2),4355.2,2025-05-12,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-295878,Computer de birou (Rev.2),1535.0,2025-05-14,Achizitie directa,PROBITZ,13434567,1
achizitie-directa-2025-296565,Monitoare (Rev.2),566.38,2025-05-14,Achizitie directa,FANPLACE iT SRL,31962960,1
achizitie-directa-2025-296963,Servicii de intretinere a automobilelor (Rev.2),2464.1,2025-05-14,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-299789,Cabluri de comunicatii (Rev.2),204.96,2025-05-14,Achizitie directa,FANPLACE iT SRL,31962960,1
achizitie-directa-2025-309602,Servicii de certificare a semnaturii electronice (Rev.2),285.0,2025-05-15,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-309671,Echipamente de protectie (Rev.2),507.0,2025-05-15,Achizitie directa,TACTICA OUTDOOR,34994508,1
achizitie-directa-2025-312792,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor con,5522.47,2025-05-15,Achizitie directa,EURIAL INVEST,5919480,1
achizitie-directa-2025-314989,Servicii de evacuare a apelor reziduale (Rev.2),1500.0,2025-05-15,Achizitie directa,Eco Public,19123039,1
achizitie-directa-2025-317311,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2),115500.0,2025-05-16,Achizitie directa,STANGER DESIGN SRL,40412167,1
achizitie-directa-2025-336471,Servicii de reparare si de intretinere a automobilelor (Rev.2),779.94,2025-05-20,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-336482,Servicii de reparare si de intretinere a automobilelor (Rev.2),1138.41,2025-05-20,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-337834,Produse de curatenie (Rev.2),3600.0,2025-05-20,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-341823,Lucrari de reparare a drumurilor (Rev.2),28119.22,2025-05-20,Achizitie directa,SAGA INFRASTRUCTURA,32184793,1
achizitie-directa-2025-344097,Servicii generale de consultanta in management (Rev.2),180000.0,2025-05-20,Achizitie directa,CXB CONSULTING & TECHNICAL SUPPORT,25837539,1
achizitie-directa-2025-354447,Servicii de reparare si de intretinere a automobilelor (Rev.2),1776.69,2025-05-21,Achizitie directa,GI EUROSERVICE,19166285,1
achizitie-directa-2025-374760,Servicii de intretinere a automobilelor (Rev.2),545.5,2025-05-23,Achizitie directa,AUTO MARCU'S GRUP SA,86,1
achizitie-directa-2025-383034,Imprimante laser (Rev.2),2714.26,2025-05-26,Achizitie directa,PMC GROUP DISTRIBUTIE S.R.L.,17116469,1
achizitie-directa-2025-386671,Cartuse de toner (Rev.2),1392.7,2025-05-26,Achizitie directa,DNS BIROTICA,16310679,1
achizitie-directa-2025-388304,Servicii de internet (Rev.2),14160.0,2025-05-27,Achizitie directa,PAN-NET,18675647,1
achizitie-directa-2025-391697,Servicii de supraveghere a lucrarilor (Rev.2),50000.0,2025-05-27,Achizitie directa,ALPHA CONSULT GENERAL,25188733,1
achizitie-directa-2025-397304,Servicii de reparare si de intretinere a vehiculelor si a echipamentelor aferent,3835.32,2025-05-27,Achizitie directa,IVECO TRUCK SERVICES,31625301,1
achizitie-directa-2025-402872,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2),10000.0,2025-05-28,Achizitie directa,RHEEA CONSTRUCTION S.R.L.,47379122,1
achizitie-directa-2025-405545,Produse de curatat pentru automobile (Rev.2),300.0,2025-05-28,Achizitie directa,KSA ROAD SERVICES,35253022,1
achizitie-directa-2025-408274,Servicii de reparare si de intretinere a vehiculelor si a echipamentelor aferent,1691.32,2025-05-28,Achizitie directa,IVECO TRUCK SERVICES,31625301,1
achizitie-directa-2025-411543,Servicii de certificare a semnaturii electronice (Rev.2),4600.0,2025-05-29,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-413761,Servicii de tiparire si de livrare (Rev.2),0.01,2025-05-29,Achizitie directa,PLUXEE ROMANIA,11071295,1
achizitie-directa-2025-421925,Cabine (Rev.2),35000.0,2025-05-30,Achizitie directa,GENERAL UTIL CONS,34772064,1
achizitie-directa-2025-426481,Servicii de reparare a automobilelor (Rev.2),6682.32,2025-05-30,Achizitie directa,ONEDIA CAR SERVICE,28521297,1
achizitie-directa-2025-441573,Servicii de analiza sau consultanta tehnica (Rev.2),66000.0,2025-06-03,Achizitie directa,PERCONS EU,25535239,1
achizitie-directa-2025-442921,Servicii de certificare a semnaturii electronice (Rev.2),325.0,2025-06-03,Achizitie directa,CENTRUL DE CALCUL,2163993,1
achizitie-directa-2025-446183,Servicii de inspectie tehnica a automobilelor (Rev.2),210.0,2025-06-03,Achizitie directa,CARDEEMS,31074679,1
achizitie-directa-2025-448454,Uleiuri pentru motoare (Rev.2),351.1,2025-06-03,Achizitie directa,TURBOTOP,22627540,1
achizitie-directa-2025-453541,Servicii de reparare si de intretinere a automobilelor (Rev.2),1336.93,2025-06-04,Achizitie directa,GI EUROSERVICE,19166285,1
